Respondent_ID,Citizenship,Gender,Study_Country,Institution_Public,Student_Status,Study_Level,Field_of_Study,Learning_Method,Job_Confidence
12819,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
12820,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
12821,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12822,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
12823,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
12825,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12826,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12827,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
12828,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12829,Mexico,Other,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
12831,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
12832,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
12833,Mexico,Male,Mexico,No,Part-time,N/A,Applied Sciences,Traditional (Classroom),Moderately confident
12835,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12836,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12837,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12838,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12839,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12840,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12841,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
12842,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12843,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12844,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12846,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
12848,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,N/A,Moderately confident
12853,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12856,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12857,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
12859,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12861,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12862,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
12863,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
12864,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
12866,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
12867,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12868,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12870,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12871,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12872,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
12873,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12874,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12875,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12876,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12877,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12880,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
12882,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
12883,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
12884,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12886,Mexico,Female,Mexico,No,Part-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Extremely confident
12887,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
12888,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12889,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
12890,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12891,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
12892,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12893,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
12895,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
12896,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12898,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12900,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12901,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12903,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
12905,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12906,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12908,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
12909,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12911,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
12912,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
12913,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12914,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12915,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12916,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12918,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Extremely confident
12922,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12923,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12924,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
12925,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12928,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12929,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12931,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
12932,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
12933,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
12934,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12935,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12936,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
12937,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
12938,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
12940,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
12941,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12942,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12943,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
12944,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12945,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12946,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
12947,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
12949,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
12950,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12952,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12953,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
12957,Mexico,Other,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12958,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12961,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
12962,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Extremely confident
12964,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
12965,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Very confident
12966,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
12967,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12968,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
12969,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12970,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Very confident
12971,Mexico,Other,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
12972,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
12973,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Slightly confident
12974,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
12975,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12977,Mexico,Male,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
12978,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
12980,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12981,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Very confident
12982,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
12983,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12984,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12985,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Slightly confident
12986,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
12987,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12988,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Slightly confident
12989,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
12991,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
12993,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
12994,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12995,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
12996,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13001,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13003,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
13004,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13007,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
13009,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
13010,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
13011,Mexico,Female,Mexico,No,Part-time,N/A,Arts and Humanities,Blended (Hybrid),Very confident
13012,Mexico,Male,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13013,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13014,Mexico,Female,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13015,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13017,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Very confident
13018,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13019,Mexico,Female,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Slightly confident
13020,Mexico,Female,Mexico,Yes,Part-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
13021,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Extremely confident
13022,Mexico,Male,Mexico,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Traditional (Classroom),Moderately confident
13023,Mexico,Male,Mexico,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Blended (Hybrid),Moderately confident
13024,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13025,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
13026,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Slightly confident
13027,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
13029,Mexico,Male,Mexico,Yes,Full-time,Doctoral degree,Arts and Humanities,Blended (Hybrid),Very confident
13031,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13033,Mexico,Female,Mexico,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Blended (Hybrid),Moderately confident
13036,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
13038,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
13039,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13040,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
13041,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
13044,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13048,Mexico,Male,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
13049,Mexico,Female,Mexico,No,Part-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
13050,Mexico,Prefer not to say,Mexico,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
13051,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13052,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13060,Mexico,Other,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Very confident
13062,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
13063,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Very confident
13065,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13068,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13070,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13071,Mexico,Female,Mexico,No,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
13072,Mexico,Female,Mexico,Yes,Part-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
13073,Mexico,Prefer not to say,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
13074,Mexico,Male,Mexico,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Traditional (Classroom),Moderately confident
13076,Mexico,Male,Mexico,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
13077,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13078,Mexico,Male,Mexico,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13079,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13081,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13082,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13083,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13084,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13085,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13086,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13087,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13088,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13089,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13090,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13093,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13095,Mexico,Female,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Online,Very confident
13096,Mexico,Female,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Online,Very confident
13097,Mexico,Male,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
13098,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
13101,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
13103,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13104,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
13107,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13109,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
13117,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
13118,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
13119,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13123,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
13124,Mexico,Female,Mexico,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
13126,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
13128,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13129,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13130,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13131,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Moderately confident
13133,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13136,Mexico,Prefer not to say,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13137,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13141,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13143,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Not at all confident
13144,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13145,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13146,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13147,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13148,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
13149,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13150,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
13151,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
