Respondent_ID,Institutional_AI_Policy,AI_Regulation_Need,Academic_Ethical_Risk,Information_Reliability_Risk,Social_Impact_Risk,Privacy_Concern,Student_Ethical_Engagement
11618,I don't know,4.0,3.0,3.0,3.6666666666666665,3.0,3.25
11619,N/A,,,,,,
11620,Yes,4.5,3.5,4.0,3.0,2.0,4.25
11621,Yes,3.25,2.75,3.5,3.0,4.0,3.25
11622,I don't know,3.25,3.0,4.0,1.3333333333333333,4.0,3.5
11624,Yes,2.25,3.25,3.0,2.0,3.0,2.75
11625,Yes,4.5,4.0,4.0,3.3333333333333335,3.0,4.0
11626,Yes,1.5,2.0,2.5,1.3333333333333333,1.0,2.0
11627,Yes,4.75,3.25,4.0,1.6666666666666667,4.0,4.5
11628,Yes,2.0,1.25,2.0,2.0,3.0,2.25
11630,I don't know,3.0,3.5,3.5,2.3333333333333335,2.0,2.5
11631,I don't know,2.5,2.0,3.0,1.0,2.0,2.25
11632,Yes,3.0,1.0,1.0,1.0,1.0,2.0
11634,Yes,5.0,4.0,4.0,4.0,4.0,3.5
11635,No,3.0,2.5,3.5,2.0,2.0,3.5
11636,N/A,3.5,2.75,1.5,1.0,1.0,4.5
11637,Yes,3.25,1.5,2.5,1.0,3.0,3.75
11638,I don't know,3.0,2.0,2.0,3.0,2.0,2.75
11639,Yes,1.75,1.25,3.0,1.0,2.0,3.25
11640,I don't know,4.5,2.5,3.0,1.6666666666666667,3.0,3.5
11641,Yes,3.25,2.25,2.0,2.0,2.0,2.75
11643,I don't know,3.5,3.25,3.5,2.0,2.0,3.0
11645,I don't know,2.0,1.0,2.0,1.0,1.0,1.5
11646,I don't know,3.0,3.5,4.0,3.0,3.0,3.5
11647,Yes,3.75,3.0,2.5,1.6666666666666667,3.0,3.75
11648,Yes,2.0,2.5,2.0,2.6666666666666665,4.0,2.5
11649,Yes,2.0,1.25,1.5,1.0,3.0,2.0
11650,I don't know,1.75,2.5,2.0,1.3333333333333333,2.0,2.5
11651,I don't know,3.5,3.25,4.5,2.0,2.0,3.0
11652,I don't know,4.5,1.5,1.0,1.0,1.0,1.75
11654,I don't know,2.0,2.75,3.0,1.0,1.0,2.75
11655,Yes,5.0,4.25,4.0,2.6666666666666665,3.0,4.25
11656,I don't know,3.0,2.25,2.5,2.0,3.0,3.5
11657,I don't know,2.5,2.75,2.5,2.0,1.0,2.5
11658,Yes,4.0,3.0,3.0,1.6666666666666667,2.0,2.5
11659,Yes,4.0,2.5,3.0,2.0,1.0,2.25
11661,I don't know,1.75,1.75,2.5,1.3333333333333333,2.0,3.25
11662,I don't know,3.5,2.25,3.0,2.6666666666666665,2.0,4.0
11663,Yes,4.0,4.0,4.5,2.3333333333333335,3.0,4.25
11664,I don't know,3.75,4.0,4.0,2.3333333333333335,3.0,3.5
11665,Yes,1.5,2.25,2.5,2.0,2.0,2.5
11666,I don't know,2.75,2.25,2.0,2.3333333333333335,4.0,2.5
11667,I don't know,3.0,4.25,3.5,2.0,2.0,3.0
11669,I don't know,2.0,3.5,3.5,2.3333333333333335,4.0,5.0
11670,I don't know,2.5,3.25,3.0,2.0,2.0,2.0
11671,N/A,,,,,,
11672,I don't know,4.0,3.75,5.0,2.3333333333333335,3.0,3.5
11674,I don't know,2.5,3.25,2.5,1.0,1.0,2.75
11675,I don't know,4.0,2.25,2.0,1.0,2.0,2.75
11676,I don't know,3.75,1.5,3.0,2.0,1.0,3.0
11677,Yes,2.5,2.5,3.0,3.0,2.0,3.5
11678,Yes,2.5,3.0,2.5,2.3333333333333335,3.0,2.5
11679,I don't know,3.0,3.25,3.0,1.6666666666666667,2.0,3.0
11680,No,3.5,3.25,4.0,3.0,3.0,3.75
11681,Yes,2.0,2.5,3.0,2.3333333333333335,2.0,3.25
11682,I don't know,3.5,3.25,3.0,3.6666666666666665,3.0,2.0
11683,I don't know,3.0,3.25,5.0,3.0,3.0,2.5
11684,I don't know,2.5,3.5,4.0,2.6666666666666665,2.0,3.5
11685,I don't know,3.75,3.0,4.5,3.6666666666666665,3.0,3.25
11686,Yes,2.5,2.5,4.5,2.3333333333333335,3.0,3.75
11687,N/A,2.0,3.5,3.0,3.6666666666666665,4.0,3.0
11688,Yes,3.75,4.0,4.0,2.6666666666666665,4.0,3.25
11689,I don't know,4.5,4.0,3.0,1.0,3.0,3.25
11690,Yes,5.0,5.0,4.5,2.0,3.0,4.0
11691,I don't know,5.0,4.5,4.5,2.6666666666666665,3.0,4.75
11692,Yes,2.5,3.0,3.0,3.6666666666666665,4.0,3.5
11693,N/A,,,,,,
11694,Yes,3.0,3.5,4.5,2.3333333333333335,3.0,4.25
11695,Yes,3.0,2.5,4.0,1.0,2.0,2.25
11696,I don't know,3.5,2.5,4.5,2.6666666666666665,5.0,3.25
11697,N/A,,,,,,
11698,Yes,5.0,5.0,5.0,5.0,5.0,5.0
11699,I don't know,5.0,4.75,4.5,4.333333333333333,4.0,4.5
11700,I don't know,2.25,4.0,4.0,4.0,3.0,3.25
11701,Yes,1.75,2.0,3.5,1.3333333333333333,1.0,2.25
11702,Yes,3.25,2.0,1.5,3.0,4.0,2.75
11703,Yes,4.0,4.25,4.5,3.6666666666666665,3.0,3.0
11704,I don't know,4.0,3.75,4.5,1.0,2.0,3.75
11705,I don't know,1.0,2.0,3.0,2.0,2.0,1.75
11706,I don't know,3.75,2.0,2.0,1.0,2.0,2.0
11708,I don't know,2.0,1.5,2.0,1.6666666666666667,2.0,3.25
11709,I don't know,3.5,3.5,3.0,3.0,2.0,2.5
11711,No,2.0,2.75,3.0,3.0,3.0,1.25
11712,N/A,,,,,,
11714,I don't know,3.0,3.75,5.0,4.333333333333333,3.0,3.25
11715,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
11716,N/A,,,,,,
11717,No,3.0,3.0,3.0,3.3333333333333335,4.0,3.0
11718,No,5.0,5.0,5.0,4.0,5.0,4.75
11719,N/A,,,,,,
11720,N/A,,,,,,
11721,No,2.0,2.0,2.0,2.0,2.0,2.0
11722,I don't know,2.5,3.75,3.5,5.0,5.0,3.25
11723,I don't know,3.0,2.75,3.5,2.0,3.0,2.25
11724,I don't know,4.25,5.0,5.0,2.0,3.0,4.25
11725,No,3.25,4.0,4.5,5.0,5.0,2.75
11726,No,3.0,3.75,3.5,3.0,4.0,4.0
11727,Yes,3.5,3.25,3.5,4.333333333333333,3.0,3.25
11728,I don't know,2.5,1.5,1.5,3.0,1.0,2.25
11731,I don't know,4.0,4.25,4.5,4.333333333333333,4.0,3.75
11732,Yes,2.0,2.75,2.0,2.6666666666666665,2.0,2.5
11733,N/A,,,,,,
11734,N/A,,,,,,
11735,Yes,3.5,2.5,2.0,2.3333333333333335,2.0,2.25
11736,N/A,,,,,,
11737,I don't know,3.25,2.5,2.5,2.6666666666666665,1.0,3.25
11738,No,2.5,2.5,2.5,3.3333333333333335,3.0,4.0
11740,Yes,2.25,3.5,3.0,2.0,3.0,3.75
11741,N/A,,,,,,
11742,N/A,,,,,,
11743,Yes,3.75,3.75,3.5,3.0,3.0,3.5
11744,N/A,,,,,,
11745,I don't know,3.0,2.75,3.0,3.0,3.0,3.0
11746,I don't know,2.5,1.5,1.0,1.0,1.0,2.5
11748,No,,,,,,
11749,N/A,,,,,,
11751,N/A,,,,,,
11752,I don't know,2.25,4.0,4.0,3.3333333333333335,4.0,3.0
11753,N/A,,,,,,
11754,N/A,5.0,3.25,3.5,4.0,3.0,5.0
11755,I don't know,2.5,3.5,4.0,3.6666666666666665,4.0,4.0
11758,N/A,2.5,2.0,2.0,2.0,2.0,2.0
11759,Yes,2.5,2.0,1.5,2.3333333333333335,1.0,2.25
11760,I don't know,2.0,2.75,3.0,2.0,2.0,2.5
11761,Yes,4.0,5.0,5.0,5.0,3.0,3.5
11762,Yes,3.0,2.25,3.5,4.0,3.0,3.5
11763,Yes,2.75,3.0,2.5,3.6666666666666665,2.0,3.25
11764,I don't know,3.0,3.0,2.5,3.0,3.0,3.0
11765,No,1.75,1.5,1.0,3.3333333333333335,1.0,1.5
11766,I don't know,1.0,1.25,1.5,3.6666666666666665,2.0,3.0
11767,N/A,,,,,,
11768,I don't know,3.0,3.5,3.0,3.3333333333333335,3.0,3.5
11769,Yes,2.75,2.75,3.0,2.0,3.0,4.0
11770,No,2.5,3.0,3.5,2.6666666666666665,3.0,4.0
11771,N/A,,,,,,
11772,I don't know,3.5,3.0,3.0,3.0,4.0,3.5
11773,N/A,,,,,,
11774,No,3.0,2.5,3.0,2.0,3.0,3.75
11775,I don't know,3.5,3.5,4.0,3.6666666666666665,3.0,3.0
11777,No,3.0,3.5,3.0,3.3333333333333335,3.0,3.0
11779,I don't know,3.5,4.5,4.0,2.3333333333333335,3.0,4.0
11780,N/A,,,,,,
11785,Yes,3.0,1.5,2.0,2.0,3.0,3.0
11786,I don't know,2.25,3.5,3.0,4.0,3.0,2.5
11787,N/A,,,,,,
11788,I don't know,2.5,3.25,4.0,4.0,4.0,2.0
11789,I don't know,3.0,4.0,3.5,3.0,3.0,4.0
11792,I don't know,3.25,3.5,3.5,4.0,4.0,3.5
11793,No,3.0,3.0,3.0,2.3333333333333335,5.0,3.0
11795,Yes,3.5,3.25,2.5,4.333333333333333,3.0,4.0
11796,I don't know,3.25,3.0,2.0,2.0,2.0,3.25
11797,No,2.0,2.0,2.0,1.6666666666666667,1.0,3.25
11799,I don't know,3.0,2.75,3.0,3.0,3.0,3.5
11803,I don't know,1.75,2.75,3.0,3.0,3.0,2.0
11804,I don't know,1.75,3.5,3.0,3.6666666666666665,2.0,2.75
11805,Yes,2.25,1.0,2.5,2.6666666666666665,2.0,3.0
11806,I don't know,2.25,2.5,2.0,3.6666666666666665,2.0,2.75
11807,No,1.5,2.5,2.0,2.6666666666666665,2.0,2.5
11808,I don't know,5.0,5.0,3.5,2.3333333333333335,3.0,4.25
11809,No,2.5,3.25,3.5,3.0,4.0,2.75
11811,Yes,3.5,1.5,1.0,1.6666666666666667,1.0,2.5
11813,I don't know,1.25,1.25,4.0,2.6666666666666665,1.0,2.0
11814,Yes,3.25,1.0,1.0,1.0,1.0,4.5
11815,Yes,2.5,3.25,3.0,3.6666666666666665,3.0,3.5
11816,N/A,,,,,,
11817,Yes,4.0,3.5,4.0,3.3333333333333335,3.0,2.75
11822,N/A,3.0,2.0,2.5,2.0,1.0,3.25
11823,I don't know,3.0,3.25,2.5,3.3333333333333335,3.0,2.75
11824,Yes,3.0,2.25,2.0,2.6666666666666665,2.0,2.5
11825,Yes,3.5,3.5,3.0,1.6666666666666667,5.0,3.5
11826,I don't know,3.25,2.25,2.0,2.0,2.0,3.3333333333333335
11828,Yes,3.75,4.0,4.0,4.0,4.0,2.75
11829,No,3.25,4.25,2.5,3.6666666666666665,1.0,3.0
11830,No,2.75,2.0,2.0,2.0,2.0,2.25
11831,I don't know,3.0,5.0,5.0,5.0,5.0,4.5
11832,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
11833,I don't know,1.5,1.75,2.5,2.3333333333333335,1.0,3.25
11835,I don't know,3.0,2.0,2.0,2.6666666666666665,3.0,2.0
11836,I don't know,3.5,3.25,3.5,2.0,3.0,3.25
11837,Yes,1.0,3.5,4.0,4.666666666666667,1.0,4.5
11838,N/A,,,,,,
11839,I don't know,3.5,3.0,3.0,3.5,3.0,3.25
11841,No,2.75,2.75,3.5,3.3333333333333335,3.0,3.5
11842,Yes,3.75,4.25,3.5,5.0,5.0,4.0
11843,No,1.0,1.5,2.5,2.0,2.0,2.25
11844,N/A,,,,,,
11845,I don't know,2.0,2.25,2.0,2.3333333333333335,3.0,3.0
11847,Yes,3.25,3.0,3.5,3.0,3.0,3.0
11848,No,2.25,3.75,,2.6666666666666665,2.0,2.5
11849,I don't know,2.25,1.0,1.0,1.0,1.0,2.25
11850,Yes,2.75,3.5,4.0,2.6666666666666665,4.0,3.0
11851,Yes,2.75,4.0,4.5,2.6666666666666665,3.0,2.75
11852,Yes,3.5,3.5,3.0,2.0,2.0,3.75
11853,No,2.75,1.5,1.0,1.3333333333333333,1.0,2.25
11855,I don't know,1.5,2.75,2.0,2.3333333333333335,2.0,1.5
11856,I don't know,2.0,2.5,2.5,3.6666666666666665,3.0,3.5
11857,N/A,,,,,,
11858,I don't know,3.25,4.5,3.0,3.3333333333333335,2.0,2.75
11861,No,3.0,3.0,3.0,3.0,3.0,3.0
11863,No,3.0,3.75,3.0,3.0,4.0,3.0
11864,I don't know,3.0,1.0,1.0,1.0,1.0,4.0
11866,No,3.25,4.25,4.0,2.3333333333333335,3.0,2.75
11869,I don't know,3.0,3.25,3.0,2.0,3.0,4.5
11870,I don't know,3.75,1.75,4.5,3.6666666666666665,3.0,3.0
11871,Yes,3.0,1.5,1.0,2.6666666666666665,1.0,2.5
11873,I don't know,,4.25,3.5,3.0,2.0,4.0
11878,N/A,,,,,,
11880,I don't know,4.25,4.75,4.5,4.333333333333333,4.0,4.0
11881,Yes,3.0,2.5,2.0,4.0,3.0,1.75
11885,Yes,2.5,2.5,2.5,1.0,1.0,3.25
11886,Yes,4.0,2.75,3.5,2.0,2.0,3.5
11887,I don't know,4.5,4.25,5.0,5.0,3.0,4.75
11888,I don't know,4.0,3.25,3.0,2.0,3.0,3.0
11889,I don't know,3.0,3.75,3.0,3.0,3.0,5.0
11890,Yes,3.0,2.25,2.5,2.0,3.0,3.0
11891,I don't know,2.5,3.0,4.0,2.6666666666666665,2.0,2.5
11892,I don't know,3.0,4.25,4.0,3.3333333333333335,4.0,3.75
11893,I don't know,3.0,2.0,2.5,1.0,2.0,4.75
11894,No,3.0,2.0,2.0,2.0,2.0,3.0
11896,Yes,3.0,3.25,4.0,2.3333333333333335,4.0,2.0
11897,I don't know,3.5,4.0,4.5,4.0,3.0,4.0
11898,No,2.0,3.25,2.5,2.3333333333333335,3.0,4.0
11899,N/A,,,,,,
11900,I don't know,4.5,3.75,4.0,4.0,3.0,3.25
11901,I don't know,4.0,4.0,4.0,4.0,4.0,3.0
11902,I don't know,3.0,3.5,3.5,3.0,3.0,2.75
11903,Yes,2.5,3.5,3.5,2.0,3.0,3.0
11904,I don't know,4.0,2.5,3.0,2.0,3.0,3.0
11906,Yes,1.0,1.0,1.0,1.0,1.0,1.0
11907,Yes,4.5,1.5,1.0,1.0,1.0,3.25
11908,I don't know,3.5,3.5,4.0,3.3333333333333335,4.0,3.5
11909,I don't know,3.5,3.25,4.0,4.0,4.0,3.75
11910,I don't know,3.0,5.0,5.0,5.0,5.0,2.5
11911,I don't know,3.75,3.25,3.0,4.0,3.0,3.75
11912,I don't know,3.5,3.75,4.0,3.3333333333333335,3.0,4.25
11914,I don't know,2.0,5.0,5.0,5.0,5.0,3.75
11915,I don't know,3.25,3.25,3.5,2.3333333333333335,4.0,4.0
11916,I don't know,1.0,1.0,2.0,1.0,1.0,1.0
11917,Yes,3.75,3.25,3.5,3.0,2.0,3.5
11918,Yes,3.0,2.0,2.5,2.6666666666666665,1.0,2.5
11919,Yes,3.25,3.0,3.0,3.0,3.0,3.0
11920,No,3.0,2.5,4.5,3.6666666666666665,5.0,2.75
11921,N/A,,,,,,
11922,N/A,,,,,,
11923,No,1.0,4.5,4.5,4.0,3.0,3.75
11924,No,2.75,2.0,3.0,3.3333333333333335,4.0,3.0
11925,Yes,3.5,2.75,3.5,3.0,3.0,3.5
11926,I don't know,3.0,2.25,2.0,2.3333333333333335,2.0,2.25
11927,I don't know,3.75,3.75,4.0,4.0,4.0,3.0
11928,I don't know,3.25,2.75,3.5,4.0,3.0,3.0
11929,I don't know,3.5,4.0,4.0,4.0,4.0,4.0
11930,I don't know,2.5,4.5,4.0,4.0,4.0,3.5
11931,I don't know,5.0,4.75,3.0,2.3333333333333335,2.0,3.5
11932,No,3.25,2.5,4.0,3.6666666666666665,2.0,3.5
11933,N/A,,,,,,
11934,Yes,3.0,3.0,3.0,2.6666666666666665,3.0,2.75
11935,N/A,,,,,,
11936,Yes,2.5,2.25,3.5,3.0,4.0,3.25
11937,I don't know,3.0,2.5,3.5,2.0,3.0,3.0
11938,No,1.0,1.25,2.0,2.0,3.0,2.75
11939,Yes,4.5,5.0,5.0,4.666666666666667,3.0,4.5
11940,Yes,4.0,4.0,,4.0,4.0,4.0
11941,No,2.25,3.25,4.0,2.3333333333333335,2.0,3.5
11942,No,5.0,4.75,3.0,3.6666666666666665,2.0,4.5
11943,I don't know,4.0,1.0,2.0,1.0,1.0,3.0
11944,I don't know,4.0,3.0,3.0,3.6666666666666665,3.0,4.25
11945,Yes,3.0,3.0,3.0,2.3333333333333335,2.0,4.0
11946,Yes,3.25,3.5,4.0,3.0,4.0,4.0
11947,Yes,4.25,5.0,5.0,4.666666666666667,5.0,4.0
11948,I don't know,4.5,5.0,4.5,3.6666666666666665,3.0,4.25
11949,I don't know,3.0,2.5,3.0,2.3333333333333335,4.0,3.0
11950,Yes,1.5,4.5,3.0,5.0,1.0,4.0
11951,Yes,4.0,2.25,2.0,2.0,2.0,3.25
11952,I don't know,4.75,3.75,3.5,2.3333333333333335,1.0,4.25
11953,Yes,3.0,3.0,3.0,3.0,3.0,3.0
11954,I don't know,3.75,3.25,4.0,2.0,2.0,3.75
11955,Yes,3.25,4.25,4.5,2.3333333333333335,2.0,4.25
11956,N/A,,,,,,
11957,Yes,3.5,3.0,4.0,3.3333333333333335,2.0,3.5
11958,I don't know,2.75,2.25,2.5,3.3333333333333335,3.0,3.25
11959,No,3.0,1.0,1.5,1.0,1.0,3.5
11960,I don't know,1.75,4.75,4.0,4.333333333333333,5.0,4.5
11962,N/A,,,,,,
11963,N/A,,,,,,
11964,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
11966,Yes,4.25,3.75,3.5,3.6666666666666665,3.0,4.5
11967,Yes,4.75,3.0,3.0,3.0,2.0,4.5
11968,No,2.75,3.25,4.0,2.0,2.0,4.0
11969,Yes,3.25,5.0,4.0,2.3333333333333335,3.0,3.75
11970,Yes,3.75,2.75,2.5,2.6666666666666665,2.0,4.5
11971,Yes,2.5,1.5,3.5,2.0,3.0,4.0
11972,Yes,2.75,3.75,4.5,1.3333333333333333,2.0,2.75
11973,I don't know,3.0,2.25,3.0,3.0,2.0,2.75
11974,Yes,2.75,3.25,3.5,3.3333333333333335,3.0,3.5
11975,Yes,3.5,4.5,4.5,3.3333333333333335,5.0,3.25
11976,Yes,2.75,3.5,4.0,2.3333333333333335,2.0,3.75
11977,Yes,3.75,1.75,3.0,2.0,1.0,4.25
11978,I don't know,1.5,2.25,3.5,2.6666666666666665,4.0,3.0
11979,I don't know,2.5,3.5,4.0,4.0,3.0,3.75
11980,I don't know,2.5,3.0,2.5,2.0,2.0,3.5
11981,Yes,2.75,2.75,2.5,1.0,2.0,3.25
11982,No,3.0,2.0,2.0,2.0,2.0,3.75
11983,Yes,3.0,3.0,3.0,3.3333333333333335,3.0,3.5
11984,No,,4.333333333333333,,,,
11985,No,3.5,3.5,4.0,3.6666666666666665,4.0,3.75
11986,I don't know,1.0,4.0,4.5,3.3333333333333335,4.0,3.5
11987,No,4.0,4.0,4.0,4.0,4.0,4.0
11988,No,4.0,3.25,2.0,3.3333333333333335,1.0,3.0
11990,N/A,,,,,,
11991,Yes,1.6666666666666667,1.25,1.5,1.6666666666666667,3.0,1.25
11992,N/A,,,,,,
11993,No,3.75,4.75,5.0,3.3333333333333335,4.0,3.75
11994,N/A,,,,,,
11995,Yes,3.0,3.0,3.0,3.3333333333333335,3.0,3.5
11997,I don't know,4.0,3.5,4.0,2.3333333333333335,3.0,3.5
11998,No,3.75,2.0,3.5,2.0,2.0,2.5
12000,Yes,4.0,3.0,3.0,3.3333333333333335,3.0,3.5
12001,N/A,,,,,,
12002,Yes,4.0,3.5,4.5,2.3333333333333335,4.0,4.0
12003,I don't know,2.75,2.75,2.0,2.3333333333333335,1.0,2.0
12004,I don't know,4.0,3.25,2.0,3.6666666666666665,2.0,3.0
12005,I don't know,4.5,2.25,4.5,4.333333333333333,5.0,4.25
12006,I don't know,1.0,2.0,2.0,2.0,2.0,2.0
12007,I don't know,4.5,3.5,3.5,2.6666666666666665,2.0,4.5
12009,I don't know,4.5,4.0,4.5,3.0,2.0,4.25
12011,No,3.5,5.0,5.0,4.0,5.0,4.5
12012,I don't know,4.5,3.25,2.5,3.0,2.0,3.25
12014,I don't know,4.5,4.75,5.0,1.3333333333333333,3.0,4.0
12015,No,4.0,3.25,3.0,3.3333333333333335,3.0,4.0
12021,No,3.75,4.0,4.0,3.3333333333333335,3.0,3.5
12022,No,3.0,4.25,4.0,2.0,2.0,4.75
12024,I don't know,3.5,2.75,4.0,2.3333333333333335,2.0,4.25
12025,No,2.0,1.5,1.5,1.0,3.0,3.75
12026,No,3.5,4.75,4.5,3.6666666666666665,1.0,5.0
12027,I don't know,5.0,4.75,5.0,4.333333333333333,2.0,5.0
12029,I don't know,5.0,5.0,5.0,3.6666666666666665,5.0,4.25
12030,No,5.0,3.5,3.0,3.3333333333333335,4.0,4.0
12031,I don't know,4.0,4.0,4.0,2.0,3.0,3.0
12033,N/A,,,,,,
12036,No,1.0,1.0,1.0,1.0,1.0,5.0
12037,I don't know,4.0,4.25,4.5,3.6666666666666665,3.0,4.0
12038,I don't know,3.5,2.75,4.0,4.0,2.0,2.75
12040,No,3.5,1.75,2.0,1.3333333333333333,2.0,3.25
12041,I don't know,4.0,3.75,4.0,2.6666666666666665,3.0,3.0
12042,I don't know,4.75,1.0,1.0,1.0,1.0,5.0
12043,N/A,,,,,,
12044,I don't know,4.25,2.25,2.5,3.0,3.0,3.75
12045,I don't know,3.75,4.0,3.0,3.3333333333333335,2.0,3.5
12046,I don't know,5.0,4.75,5.0,2.0,3.0,4.5
12047,Yes,5.0,3.75,4.0,1.0,3.0,5.0
12049,I don't know,3.5,3.0,4.0,3.0,2.0,3.25
12050,No,4.25,4.75,4.5,3.3333333333333335,3.0,4.5
12052,I don't know,3.75,5.0,4.5,4.666666666666667,5.0,4.75
12054,I don't know,4.75,4.25,3.0,3.3333333333333335,4.0,4.75
12055,I don't know,3.0,3.75,4.0,2.6666666666666665,4.0,3.0
12056,I don't know,3.75,1.75,1.5,3.0,3.0,4.0
12057,I don't know,5.0,3.75,4.0,2.3333333333333335,2.0,3.75
12059,I don't know,4.5,4.5,4.5,2.6666666666666665,4.0,4.0
12060,N/A,,,,,,
12062,N/A,,,,,,
12063,I don't know,5.0,4.75,5.0,4.333333333333333,5.0,4.25
12064,I don't know,3.25,1.0,1.0,1.6666666666666667,1.0,3.25
12065,No,5.0,3.75,4.5,1.6666666666666667,1.0,3.75
12067,Yes,4.75,1.5,2.0,2.6666666666666665,2.0,4.25
12068,I don't know,4.0,3.5,4.0,4.0,4.0,4.0
12072,No,5.0,5.0,4.0,4.333333333333333,3.0,5.0
12076,I don't know,5.0,5.0,5.0,4.0,4.0,5.0
12077,No,5.0,4.5,5.0,2.6666666666666665,4.0,4.0
12079,Yes,5.0,4.25,3.5,4.0,3.0,4.75
12082,I don't know,3.75,2.5,2.5,2.0,3.0,3.25
12084,I don't know,4.0,2.0,2.0,1.6666666666666667,3.0,5.0
12085,Yes,4.25,3.25,4.5,2.3333333333333335,3.0,4.75
12086,I don't know,3.0,3.0,4.0,2.3333333333333335,2.0,4.0
12090,N/A,,,,,,
12091,I don't know,3.0,3.5,4.0,3.6666666666666665,4.0,4.0
12092,I don't know,1.0,4.75,5.0,3.0,4.0,3.5
12094,No,1.75,3.0,3.0,3.0,3.0,2.5
12097,No,2.75,1.25,1.5,1.0,2.0,3.25
12099,I don't know,4.5,4.0,4.5,3.0,3.0,4.25
12100,Yes,4.75,3.5,3.0,3.3333333333333335,4.0,4.25
12103,I don't know,2.0,2.0,2.5,2.6666666666666665,2.0,1.75
12104,Yes,4.25,3.5,3.5,2.6666666666666665,3.0,4.0
12107,I don't know,2.25,2.75,3.0,3.6666666666666665,4.0,2.75
12109,I don't know,4.75,5.0,5.0,5.0,5.0,5.0
12110,No,5.0,5.0,5.0,3.6666666666666665,3.0,4.0
12112,Yes,3.0,3.25,3.0,1.0,1.0,2.75
12113,No,3.0,2.25,1.0,3.3333333333333335,1.0,1.25
12116,N/A,,,,,,
12117,Yes,2.75,3.0,4.0,3.0,2.0,1.75
12118,N/A,,,,,,
12119,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
12120,I don't know,3.5,4.0,3.5,2.6666666666666665,3.0,3.75
12122,I don't know,2.75,1.5,1.5,2.0,3.0,3.5
12123,I don't know,3.75,1.75,2.5,2.3333333333333335,2.0,3.5
12124,N/A,,,,,,
12125,I don't know,3.0,1.5,2.5,1.0,2.0,3.0
12126,I don't know,4.0,4.0,4.0,4.0,4.0,4.0
12127,I don't know,4.25,4.5,5.0,3.3333333333333335,4.0,3.5
12129,I don't know,3.0,3.0,3.0,3.0,3.0,3.25
12131,I don't know,5.0,1.5,3.0,2.6666666666666665,3.0,5.0
12132,Yes,3.0,2.5,4.0,3.3333333333333335,5.0,4.0
12133,No,4.0,4.5,3.5,3.6666666666666665,2.0,3.25
12134,I don't know,4.5,2.5,2.5,3.6666666666666665,4.0,4.5
12135,No,4.5,3.75,3.5,3.3333333333333335,2.0,3.75
12140,No,4.0,5.0,5.0,2.3333333333333335,3.0,3.75
12142,I don't know,2.0,2.5,2.5,2.0,2.0,2.5
12143,N/A,,,,,,
12144,No,2.0,2.5,2.0,1.6666666666666667,1.0,2.0
12145,I don't know,4.5,2.0,1.0,1.0,1.0,4.0
12146,I don't know,4.0,1.5,1.0,1.0,1.0,4.0
12147,I don't know,2.75,2.5,3.5,2.0,2.0,2.75
12151,I don't know,3.0,1.0,1.0,1.6666666666666667,1.0,3.75
12153,N/A,,,,,,
12154,I don't know,1.25,1.75,2.5,1.3333333333333333,1.0,4.0
12155,I don't know,3.0,2.75,3.5,2.0,2.0,3.0
12157,I don't know,3.25,4.75,4.0,2.3333333333333335,4.0,3.5
12159,N/A,,,,,,
12160,I don't know,5.0,5.0,5.0,3.3333333333333335,2.0,5.0
12162,I don't know,3.25,1.75,1.0,3.0,1.0,3.5
12169,N/A,,,,,,
12170,I don't know,3.5,3.25,3.5,3.0,3.0,4.0
12172,I don't know,2.5,3.25,3.5,4.333333333333333,2.0,3.25
12175,No,4.5,5.0,4.5,4.333333333333333,5.0,5.0
12178,I don't know,4.0,1.75,1.0,1.3333333333333333,1.0,4.0
12180,No,3.5,2.0,2.5,1.3333333333333333,1.0,2.75
12181,I don't know,3.5,3.75,4.0,2.0,2.0,4.0
12184,I don't know,5.0,5.0,5.0,5.0,5.0,5.0
12185,I don't know,3.0,2.25,2.5,2.0,2.0,4.25
12186,I don't know,3.25,1.5,1.0,1.0,1.0,4.5
12188,I don't know,3.25,3.75,3.0,3.3333333333333335,3.0,3.5
12189,No,5.0,4.0,5.0,3.6666666666666665,5.0,4.25
12191,I don't know,3.75,4.25,4.0,3.0,3.0,5.0
12193,No,2.75,3.0,2.0,1.3333333333333333,1.0,3.5
12195,I don't know,2.75,3.5,5.0,1.0,5.0,4.5
12196,I don't know,4.0,5.0,3.0,5.0,3.0,4.75
12197,I don't know,4.5,4.0,4.0,1.6666666666666667,3.0,3.75
12199,I don't know,4.0,3.25,3.0,4.0,3.0,4.25
12200,No,4.0,3.25,3.5,2.6666666666666665,4.0,3.25
12202,I don't know,4.0,3.5,2.5,4.0,2.0,3.5
12203,Yes,4.0,4.0,4.0,4.0,4.0,3.5
12206,Yes,4.0,1.0,1.0,2.0,1.0,5.0
12207,No,2.75,5.0,5.0,3.6666666666666665,3.0,2.75
12208,I don't know,3.5,4.25,4.0,3.6666666666666665,3.0,3.75
12211,No,4.75,2.0,2.5,2.6666666666666665,1.0,1.0
12212,Yes,3.0,2.25,3.0,2.0,3.0,3.0
12213,I don't know,5.0,4.25,5.0,5.0,3.0,4.0
