Respondent_ID,Used_ChatGPT,ChatGPT_Version,General_Usage_Frequency,Experience_with_ChatGPT,First_Exposure_ChatGPT,Academic_Usage_Index,Professional_Usage_Index,Creative_Usage_Index,Personal_Usage_Index
14390,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,1.5,1.0,2.0,1.6666666666666667
14391,Yes,ChatGPT-3.5,Occasionally,Bad,Social media,2.25,1.0,1.0,2.0
14392,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.25,2.5,2.6666666666666665,2.3333333333333335
14393,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.75,1.5,2.0,2.6666666666666665
14394,Yes,ChatGPT-3.5,Occasionally,Bad,Social media,1.5,1.0,2.3333333333333335,3.6666666666666665
14396,Yes,ChatGPT-3.5,Occasionally,Neutral,Mainstream media,2.75,1.0,3.0,2.0
14397,Yes,ChatGPT-3.5,Occasionally,Very good,Social media,2.75,1.5,2.3333333333333335,3.6666666666666665
14398,Yes,ChatGPT-3.5,Occasionally,Neutral,Class/Work,2.75,2.0,3.0,3.0
14399,Yes,ChatGPT-3.5,Considerably,Very good,Friends/Family,2.75,1.0,3.6666666666666665,2.3333333333333335
14400,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,2.25,1.0,2.6666666666666665,2.3333333333333335
14401,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,2.0,1.0,1.6666666666666667,2.0
14402,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,3.25,1.5,2.3333333333333335,1.3333333333333333
14403,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,2.25,,2.6666666666666665,2.6666666666666665
14404,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.25,1.0,2.6666666666666665,1.6666666666666667
14405,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,3.0,1.5,1.6666666666666667,2.0
14407,Yes,ChatGPT-3.5,Rarely,Bad,Friends/Family,1.5,1.0,1.0,1.0
14409,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.0,1.0,1.3333333333333333,1.3333333333333333
14410,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,2.75,2.0,2.6666666666666665,3.0
14411,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.5,2.0,2.0,1.6666666666666667
14413,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,1.5,3.3333333333333335,1.0
14414,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.75,2.0,3.0,2.3333333333333335
14416,Yes,ChatGPT-3.5,Occasionally,Bad,Friends/Family,2.0,2.0,1.6666666666666667,1.3333333333333333
14417,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.5,2.0,2.6666666666666665,3.3333333333333335
14418,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.6666666666666665,2.0,3.5,2.3333333333333335
14419,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,4.25,2.5,2.6666666666666665,2.0
14421,Yes,ChatGPT-3.5,Considerably,Neutral,Friends/Family,3.25,2.0,3.3333333333333335,1.3333333333333333
14422,Yes,ChatGPT-4,Rarely,Neutral,Social media,2.0,2.0,1.0,2.0
14425,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.75,1.0,2.0,1.0
14426,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,1.5,1.0,2.6666666666666665,2.3333333333333335
14428,Yes,ChatGPT-3.5,Considerably,Very good,Social media,2.75,1.0,2.6666666666666665,1.6666666666666667
14429,Yes,ChatGPT-3.5,Occasionally,Very good,Social media,3.5,2.0,4.333333333333333,3.0
14430,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,2.0,2.0,2.6666666666666665,1.3333333333333333
14431,Yes,ChatGPT-3.5,Considerably,Very good,Social media,4.5,4.5,3.6666666666666665,4.0
14432,Yes,ChatGPT-3.5,Rarely,Very bad,Friends/Family,1.0,1.0,1.0,1.0
14433,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,1.0,3.6666666666666665,1.0
14435,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,1.5,1.0,1.3333333333333333,1.3333333333333333
14442,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,1.25,2.0,2.0,2.0
14443,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.5,2.5,2.0,2.0
14444,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,3.5,2.0,3.0,2.3333333333333335
14445,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,1.5,1.0,2.0,1.6666666666666667
14446,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.25,2.5,1.6666666666666667,2.6666666666666665
14447,Yes,ChatGPT-3.5,Moderately,Neutral,Class/Work,2.75,3.0,3.3333333333333335,3.0
14453,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.25,2.0,3.0,2.6666666666666665
14456,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.25,3.0,1.3333333333333333,2.3333333333333335
14457,Yes,ChatGPT-3.5,Rarely,Bad,Friends/Family,1.0,1.0,2.0,1.6666666666666667
14458,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.25,4.0,4.0,4.333333333333333
14459,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.5,2.0,2.0,2.3333333333333335
14462,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,2.5,1.0,2.0,3.3333333333333335
14465,Yes,Both,Occasionally,Very good,Mainstream media,2.75,2.5,3.0,1.3333333333333333
14466,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.5,2.0,3.0,2.0
14467,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.5,1.0,1.6666666666666667,1.6666666666666667
14468,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.25,1.5,1.0,1.0
14471,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.5,1.6666666666666667,1.6666666666666667
14472,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.0,1.3333333333333333,1.3333333333333333
14474,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.0,1.5,1.0,1.3333333333333333
14476,Yes,ChatGPT-3.5,Moderately,Very good,Friends/Family,2.5,1.5,2.6666666666666665,1.6666666666666667
14477,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,1.0,1.0,1.6666666666666667,1.0
14478,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.5,1.0,1.3333333333333333,1.0
14480,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,2.0,1.0,1.0,1.3333333333333333
14481,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.0,1.0,1.0,1.3333333333333333
14485,Yes,Both,Occasionally,Neutral,Social media,2.5,3.5,2.6666666666666665,2.6666666666666665
14486,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.5,1.0,2.3333333333333335,1.6666666666666667
14487,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.75,3.5,4.333333333333333,4.0
14492,Yes,ChatGPT-3.5,Rarely,Bad,Social media,2.25,1.0,1.6666666666666667,3.0
14493,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.0,2.3333333333333335,1.6666666666666667
14500,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,1.75,1.0,1.3333333333333333,1.3333333333333333
14502,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.0,1.0,1.0,1.3333333333333333
14503,Yes,ChatGPT-3.5,Rarely,Good,Mainstream media,2.0,2.0,3.3333333333333335,4.0
14504,Yes,ChatGPT-3.5,Considerably,Very good,Friends/Family,2.0,1.5,3.3333333333333335,2.3333333333333335
14505,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.0,2.5,3.3333333333333335,1.6666666666666667
14506,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.0,1.0,1.3333333333333333,1.6666666666666667
14507,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.75,3.5,2.3333333333333335,1.3333333333333333
14508,Yes,ChatGPT-3.5,Rarely,Good,Social media,2.0,1.0,2.3333333333333335,1.6666666666666667
14511,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,2.5,1.0,2.6666666666666665,2.6666666666666665
14512,Yes,ChatGPT-3.5,Rarely,Very bad,Social media,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667
14517,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.25,1.0,1.0,1.3333333333333333
14518,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.25,2.5,2.3333333333333335,1.3333333333333333
14520,Yes,ChatGPT-3.5,Occasionally,Good,Social media,,,,
14522,Yes,ChatGPT-3.5,Rarely,Good,Social media,2.25,1.0,1.3333333333333333,1.3333333333333333
14523,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.0,3.0,3.0,3.0
14525,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.75,1.5,2.0,2.6666666666666665
14526,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.5,1.5,3.0,2.3333333333333335
14528,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,1.25,1.0,1.0,1.6666666666666667
14529,Yes,Both,Considerably,Good,Mainstream media,2.25,1.0,2.6666666666666665,2.0
14530,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.25,1.5,2.3333333333333335,2.0
14532,Yes,Both,Occasionally,Neutral,Friends/Family,1.5,1.5,2.6666666666666665,1.6666666666666667
14533,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,2.0,1.0,2.0,1.3333333333333333
14535,Yes,ChatGPT-3.5,Occasionally,Neutral,Class/Work,1.25,1.0,2.3333333333333335,1.3333333333333333
14536,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.0,1.0,1.0,1.6666666666666667
14537,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.0,1.0,2.3333333333333335,1.0
14538,Yes,ChatGPT-3.5,Occasionally,Neutral,Class/Work,1.0,1.5,1.3333333333333333,2.0
14539,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.5,4.5,4.0,1.0
14540,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.0,1.5,2.6666666666666665,1.0
14541,Yes,ChatGPT-3.5,Moderately,Very good,Class/Work,1.5,1.0,4.0,2.0
14542,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,1.5,1.5,2.0,1.0
14543,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,3.5,1.5,2.6666666666666665,2.6666666666666665
14544,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.5,1.0,2.0,1.0
14545,Yes,ChatGPT-3.5,Extensively,Good,Friends/Family,3.0,1.0,3.0,2.6666666666666665
14546,Yes,ChatGPT-3.5,Occasionally,Good,Social media,3.0,2.5,3.0,3.3333333333333335
14547,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.5,1.5,3.0,3.6666666666666665
14548,Yes,ChatGPT-3.5,Moderately,Neutral,Class/Work,2.75,1.0,2.0,1.0
14549,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.0,1.5,1.3333333333333333,1.0
14551,Yes,ChatGPT-3.5,Moderately,Very good,Friends/Family,2.0,1.0,2.6666666666666665,1.0
14552,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.75,1.0,1.0,1.6666666666666667
14553,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.75,1.0,2.0,2.0
14554,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.5,1.0,1.6666666666666667,1.3333333333333333
14555,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.5,1.0,2.6666666666666665,1.0
14556,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.5,2.5,2.0,3.0
14557,Yes,ChatGPT-3.5,Occasionally,Very good,Social media,1.75,1.0,2.0,1.6666666666666667
14560,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,2.5,1.5,2.6666666666666665,1.6666666666666667
14561,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.75,2.5,1.6666666666666667,2.0
14562,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,2.75,2.0,2.3333333333333335,2.3333333333333335
14566,Yes,ChatGPT-3.5,Extensively,Very good,Social media,1.5,3.0,3.0,2.3333333333333335
14567,Yes,ChatGPT-3.5,Moderately,Good,Social media,1.25,3.0,2.3333333333333335,2.6666666666666665
14568,Yes,ChatGPT-3.5,Rarely,Good,Class/Work,1.25,1.5,1.3333333333333333,1.3333333333333333
14571,Yes,ChatGPT-3.5,Rarely,Good,Mainstream media,1.0,1.0,1.3333333333333333,2.0
14572,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.75,1.0,2.6666666666666665,1.6666666666666667
14576,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,3.0,3.5,3.0,4.0
14580,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.5,1.0,1.6666666666666667,1.6666666666666667
14588,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.0,1.0,1.0,1.3333333333333333
14589,Yes,Both,Occasionally,Good,Social media,2.5,3.5,3.0,2.6666666666666665
14590,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.0,1.0,1.0,1.3333333333333333
14592,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.0,1.0,2.3333333333333335,3.0
14593,Yes,Both,Considerably,Good,Social media,3.0,3.0,3.3333333333333335,4.0
14596,Yes,ChatGPT-3.5,Occasionally,Neutral,Social media,1.25,1.0,1.3333333333333333,1.3333333333333333
14599,Yes,ChatGPT-3.5,Rarely,Bad,Mainstream media,1.75,1.0,1.0,2.0
14604,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.75,2.0,1.0,1.6666666666666667
14605,Yes,ChatGPT-3.5,Rarely,Good,Class/Work,1.0,1.0,2.0,1.6666666666666667
14606,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,3.25,2.0,4.666666666666667,4.333333333333333
14607,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.75,1.0,2.0,1.3333333333333333
14608,Yes,ChatGPT-3.5,Occasionally,Very bad,Mainstream media,3.75,2.5,3.0,3.3333333333333335
14612,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.75,1.0,1.6666666666666667,1.6666666666666667
14613,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,1.75,1.0,2.6666666666666665,1.0
14614,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,2.75,4.5,4.0,3.0
14617,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.0,1.0,1.0,1.0
14620,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,2.5,1.0,2.6666666666666665,2.0
14621,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,3.0,3.0,3.0,3.0
14622,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.25,1.0,1.3333333333333333,1.0
14623,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.25,1.0,1.0,1.0
14625,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.0,1.0,3.0,2.0
14629,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,2.0,1.0,2.6666666666666665,1.0
14630,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.25,1.0,1.3333333333333333,1.6666666666666667
14633,Yes,ChatGPT-3.5,Considerably,Good,Social media,4.0,2.5,3.3333333333333335,3.6666666666666665
14635,Yes,ChatGPT-3.5,Rarely,Good,Class/Work,1.75,1.5,3.0,2.0
14636,Yes,Both,Occasionally,Neutral,Social media,1.75,2.0,1.3333333333333333,1.6666666666666667
14639,Yes,Both,Considerably,Very good,Social media,3.25,3.5,3.0,1.3333333333333333
14640,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.25,3.5,2.3333333333333335,1.0
14641,Yes,Both,Rarely,Neutral,Friends/Family,1.25,1.0,1.3333333333333333,1.0
14642,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.25,2.0,2.0,2.6666666666666665
14644,Yes,ChatGPT-3.5,Moderately,Very good,Social media,2.75,3.5,3.0,2.6666666666666665
14645,Yes,ChatGPT-3.5,N/A,Good,Class/Work,2.5,4.0,3.0,2.6666666666666665
14646,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.75,3.5,4.0,2.0
14648,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.5,3.5,3.6666666666666665,3.0
14649,Yes,ChatGPT-3.5,Considerably,Good,Friends/Family,2.0,2.5,4.333333333333333,2.0
14650,Yes,ChatGPT-3.5,Rarely,Good,Mainstream media,2.0,2.5,2.3333333333333335,1.6666666666666667
14651,Yes,ChatGPT-3.5,Moderately,Good,Class/Work,2.5,3.0,4.333333333333333,2.6666666666666665
14652,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,2.0,1.5,2.6666666666666665,1.3333333333333333
14653,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.25,4.0,2.3333333333333335,1.6666666666666667
14654,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,1.75,2.5,2.3333333333333335,1.6666666666666667
14655,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.25,3.5,3.6666666666666665,3.0
14656,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.75,2.5,2.0,1.3333333333333333
14657,Yes,ChatGPT-3.5,Rarely,Neutral,Mainstream media,1.75,1.0,2.0,1.0
14658,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.25,3.0,1.6666666666666667,2.6666666666666665
14659,Yes,Both,Occasionally,Good,Mainstream media,2.25,2.0,1.6666666666666667,2.3333333333333335
14660,Yes,ChatGPT-3.5,Occasionally,Good,Social media,1.75,2.5,2.3333333333333335,2.3333333333333335
14661,Yes,ChatGPT-3.5,Considerably,Good,Friends/Family,3.0,4.0,3.0,3.0
14662,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,2.25,1.5,2.6666666666666665,2.3333333333333335
14663,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.0,1.0,1.3333333333333333,1.3333333333333333
14664,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.75,1.0,2.6666666666666665,1.6666666666666667
14665,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,1.25,2.5,2.6666666666666665,2.3333333333333335
14667,Yes,Both,Extensively,Very good,Social media,3.75,3.0,2.6666666666666665,3.0
14668,Yes,ChatGPT-3.5,Considerably,Good,Social media,3.25,2.0,3.6666666666666665,3.6666666666666665
14670,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,3.25,1.0,1.0,1.0
14671,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.5,1.0,2.6666666666666665,2.6666666666666665
14672,Yes,ChatGPT-3.5,Rarely,Bad,Social media,1.0,1.0,1.6666666666666667,1.6666666666666667
14673,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.25,1.0,4.0,2.3333333333333335
14674,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,3.0,3.5,3.3333333333333335,2.6666666666666665
14675,Yes,Both,Considerably,Good,Friends/Family,2.75,4.0,3.6666666666666665,2.6666666666666665
14676,Yes,ChatGPT-3.5,Moderately,Very good,Class/Work,4.0,4.0,4.0,4.0
14677,Yes,Both,Considerably,Very good,Social media,2.75,3.5,2.6666666666666665,2.6666666666666665
14678,Yes,ChatGPT-3.5,Occasionally,Very good,Class/Work,2.75,2.5,1.6666666666666667,2.3333333333333335
14679,Yes,ChatGPT-4,Considerably,Very good,Mainstream media,3.5,3.5,4.0,4.0
14680,Yes,ChatGPT-3.5,Moderately,Very good,Class/Work,5.0,5.0,5.0,3.6666666666666665
14681,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.25,3.0,3.3333333333333335,2.3333333333333335
14682,Yes,ChatGPT-3.5,Moderately,Good,Social media,2.0,3.0,3.0,1.6666666666666667
14683,Yes,ChatGPT-3.5,Considerably,Very good,Class/Work,3.5,2.5,3.3333333333333335,3.3333333333333335
14684,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,1.75,3.5,3.0,3.3333333333333335
14685,Yes,ChatGPT-3.5,Considerably,Very good,Social media,2.75,4.5,4.666666666666667,3.6666666666666665
14686,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.75,2.5,3.0,3.0
14687,Yes,ChatGPT-3.5,Occasionally,Very good,Class/Work,2.5,2.0,3.0,1.6666666666666667
14688,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.25,1.5,2.0,2.6666666666666665
14689,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,2.25,2.0,3.3333333333333335,1.6666666666666667
14690,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.75,1.0,2.0,2.6666666666666665
14691,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.25,2.5,3.0,1.6666666666666667
14692,Yes,ChatGPT-3.5,Moderately,Very good,Friends/Family,2.25,1.0,2.6666666666666665,2.0
14693,Yes,ChatGPT-3.5,Occasionally,Very good,Mainstream media,2.25,1.0,3.3333333333333335,2.6666666666666665
14694,Yes,ChatGPT-3.5,Considerably,Very good,Friends/Family,2.75,1.5,3.6666666666666665,2.6666666666666665
14696,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,3.25,3.0,3.3333333333333335,2.3333333333333335
14698,Yes,ChatGPT-3.5,Moderately,Very good,Social media,2.75,2.0,3.0,2.3333333333333335
14699,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.25,1.5,2.6666666666666665,1.6666666666666667
14700,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,3.0,3.5,3.0,2.6666666666666665
14701,Yes,ChatGPT-3.5,Moderately,Neutral,Class/Work,3.5,3.0,1.6666666666666667,2.3333333333333335
14702,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,1.75,1.5,1.6666666666666667,1.3333333333333333
14705,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.75,1.5,3.0,2.0
14706,Yes,Both,Moderately,Good,Class/Work,1.75,2.0,3.3333333333333335,1.0
14707,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.75,2.0,2.3333333333333335,1.3333333333333333
14708,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,1.25,1.5,1.6666666666666667,1.6666666666666667
14709,Yes,ChatGPT-3.5,Rarely,Neutral,Social media,2.0,1.0,1.0,1.3333333333333333
14710,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,2.0,1.5,1.3333333333333333,2.3333333333333335
14711,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.75,2.5,2.0,2.0
14716,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,2.75,2.5,1.6666666666666667,3.0
14717,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.25,1.0,1.6666666666666667,1.0
14718,Yes,ChatGPT-3.5,Moderately,Good,Mainstream media,1.75,3.5,2.0,2.3333333333333335
14719,Yes,ChatGPT-3.5,Occasionally,Good,Class/Work,2.0,1.0,1.0,2.3333333333333335
14720,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,1.75,2.5,2.0,2.6666666666666665
14721,Yes,ChatGPT-4,Extensively,Very good,Mainstream media,5.0,5.0,5.0,5.0
14722,Yes,ChatGPT-3.5,Moderately,Neutral,Social media,2.25,3.5,3.0,2.3333333333333335
14723,Yes,ChatGPT-3.5,Moderately,Very good,Social media,3.0,2.0,3.3333333333333335,3.0
14725,Yes,ChatGPT-3.5,Occasionally,Good,Social media,2.0,3.0,2.6666666666666665,1.6666666666666667
14727,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,2.0,1.0,1.0,1.0
14729,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,1.5,1.0,1.3333333333333333,1.3333333333333333
14730,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,2.5,2.0,2.0,2.3333333333333335
14731,Yes,ChatGPT-3.5,Occasionally,Good,Mainstream media,2.25,2.0,2.3333333333333335,2.0
14732,Yes,ChatGPT-3.5,Rarely,Good,Mainstream media,1.5,1.0,1.6666666666666667,1.3333333333333333
14733,Yes,ChatGPT-3.5,Rarely,Bad,Class/Work,1.75,1.0,2.0,1.0
14734,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.75,1.0,1.6666666666666667,1.0
14735,Yes,ChatGPT-3.5,Rarely,Very good,Friends/Family,2.25,3.5,1.6666666666666667,2.6666666666666665
14737,Yes,ChatGPT-3.5,Rarely,Good,Mainstream media,1.5,1.0,1.0,1.3333333333333333
14738,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,1.5,1.0,2.3333333333333335,1.3333333333333333
14740,Yes,ChatGPT-3.5,Occasionally,Very bad,Class/Work,2.25,1.0,3.3333333333333335,1.0
14742,Yes,ChatGPT-3.5,Moderately,Very good,Class/Work,2.5,1.0,3.3333333333333335,1.0
14743,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.0,2.0,3.3333333333333335,2.3333333333333335
14746,Yes,Both,Considerably,Good,Class/Work,4.25,4.0,4.0,4.0
14748,Yes,ChatGPT-3.5,Rarely,Good,Social media,1.75,1.0,1.3333333333333333,1.6666666666666667
14750,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.0,1.0,1.0,1.0
14751,Yes,ChatGPT-3.5,Rarely,Very bad,Friends/Family,1.25,1.0,1.6666666666666667,1.0
14752,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,2.0,2.0,2.0,2.0
14753,Yes,ChatGPT-3.5,Rarely,Good,Friends/Family,3.0,2.0,1.6666666666666667,1.6666666666666667
14754,Yes,ChatGPT-3.5,Rarely,Bad,Friends/Family,1.5,1.0,1.3333333333333333,1.0
14757,Yes,ChatGPT-3.5,Considerably,Good,Social media,2.75,1.0,2.3333333333333335,1.0
14759,Yes,ChatGPT-3.5,Occasionally,Neutral,Mainstream media,1.75,1.0,1.3333333333333333,1.0
14760,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.75,1.0,2.0,3.3333333333333335
14761,Yes,ChatGPT-3.5,Occasionally,Good,Friends/Family,2.75,2.0,3.0,1.3333333333333333
14762,Yes,ChatGPT-3.5,Occasionally,Very good,Friends/Family,3.75,2.5,2.3333333333333335,2.0
14763,Yes,ChatGPT-3.5,Moderately,Good,Social media,3.5,2.5,2.0,3.3333333333333335
14764,Yes,ChatGPT-3.5,Considerably,Very good,Friends/Family,2.25,2.0,4.0,1.6666666666666667
14765,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.0,2.0,2.0,1.6666666666666667
14766,Yes,ChatGPT-3.5,Occasionally,Neutral,Class/Work,2.5,1.0,2.3333333333333335,2.6666666666666665
14769,Yes,ChatGPT-3.5,Moderately,Very good,Class/Work,2.5,1.5,3.3333333333333335,3.6666666666666665
14770,Yes,ChatGPT-3.5,Occasionally,Good,Social media,4.0,1.5,2.3333333333333335,2.0
14771,Yes,ChatGPT-3.5,Occasionally,Neutral,Friends/Family,2.0,1.0,1.6666666666666667,1.0
14776,Yes,ChatGPT-3.5,Moderately,Good,Friends/Family,2.25,1.0,2.6666666666666665,1.3333333333333333
14778,Yes,ChatGPT-3.5,Considerably,Good,Class/Work,4.0,3.5,4.0,3.3333333333333335
14780,Yes,Both,Considerably,Good,Social media,4.0,2.5,3.6666666666666665,2.6666666666666665
14781,Yes,ChatGPT-3.5,Rarely,Neutral,Friends/Family,1.25,1.0,1.6666666666666667,1.3333333333333333
